Etat;Entreprise;Secteur;Période;Devise;Région;Pays;Poste;2020;2021;2022;2023;2024;2025;2026;2027
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 2 ans CAGR %;Nan;14.34;21.28;14.68;-2.98;-4.8;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 2 ans CAGR %;Nan;14.34;21.28;14.68;-2.98;-5.37;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 2 ans;Nan;7.56;20.9;15.3;-4.01;-6.96;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 2 ans;Nan;7.56;20.9;15.3;-4.01;-6.96;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 2 ans;Nan;14.26;22.27;15.06;-4.26;-7.08;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 2 ans. CAGR %;Nan;10.78;23.09;18.23;-1.36;-5.48;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, CAGR sur 2 ans;Nan;24.69;29.2;5.2;-2.58;23.71;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 2 ans CAGR %;Nan;17.07;4.82;3.06;4.5;4.09;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 2 ans CAGR %;Nan;26.65;18.44;4.07;3.19;12.13;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, CAGR sur 2 ans;Nan;34.21;53.47;11.24;-6.67;53.96;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 2 ans;Nan;32.54;-26.22;-31.19;-21.54;106.18;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, CAGR sur 2 ans;Nan;0.43;-2.11;12.53;12.13;5.7;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, CAGR sur 2 ans;Nan;34.55;17.5;-26.03;14.2;22.08;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 2 ans CAGR %;Nan;17.56;10.8;12.55;11.53;7.78;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat brut, CAGR sur 3 ans;Nan;9.29;11.01;11.99;4.35;1.6;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA, 3 ans CAGR %;Nan;11.4;13.43;14.2;6.24;-0.8;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 3 ans CAGR %;Nan;12.0;13.88;14.91;5.87;-1.6;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 3 ans CAGR %;Nan;12.0;13.88;14.91;5.87;-2.24;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 3 ans;Nan;14.24;13.9;15.02;5.58;-3.42;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 3 ans;Nan;14.24;13.9;15.02;5.58;-3.42;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 3 ans;Nan;12.16;14.12;15.17;5.48;-3.71;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 3 ans. CAGR %;Nan;17.88;16.87;17.65;8.16;-1.35;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, CAGR sur 3 ans;Nan;16.71;20.94;17.54;2.59;14.19;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 3 ans CAGR %;Nan;11.58;11.68;4.72;3.54;4.23;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 3 ans CAGR %;Nan;16.6;17.77;14.27;2.73;10.17;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, CAGR sur 3 ans;Nan;108.48;45.22;19.68;13.99;19.93;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 3 ans;Nan;31.4;-3.34;-20.56;-31.85;57.61;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, CAGR sur 3 ans;Nan;9.09;1.66;5.21;9.41;10.74;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, CAGR sur 3 ans;Nan;18.84;10.65;-2.91;2.01;0.07;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 3 ans CAGR %;Nan;18.46;15.46;11.76;11.48;9.73;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat brut, CAGR sur 5 ans;Nan;8.19;9.48;8.97;6.52;7.25;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA, 5 ans CAGR %;Nan;11.16;11.18;10.04;6.82;6.87;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBITA, 5 ans CAGR %;Nan;11.87;11.66;10.37;6.57;6.74;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;EBIT, 5 ans CAGR %;Nan;11.87;11.66;10.37;6.57;6.32;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 5 ans;Nan;12.92;15.61;14.66;6.37;5.66;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 5 ans;Nan;12.92;15.61;14.66;6.37;5.66;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 5 ans;Nan;11.89;11.99;10.41;6.12;5.69;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 5 ans CAGR %;Nan;16.94;19.21;18.02;9.2;7.78;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Créances clients, CAGR sur 5 ans;Nan;6.17;13.07;11.96;10.92;19.97;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes, 5 ans CAGR %;Nan;6.68;7.3;8.09;8.75;4.47;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 5 ans CAGR %;Nan;10.95;10.84;11.41;11.7;13.41;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 5 ans;Nan;-12.18;-17.11;1.44;-11.08;16.34;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX, CAGR sur 5 ans;Nan;10.38;9.62;10.46;5.73;5.41;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie libre pour les actionnaires FCFE, CAGR sur 5 ans;Nan;14.85;7.27;-3.6;11.74;6.41;;
Ratios;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Février;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 5 ans CAGR %;Nan;20.11;18.27;16.06;13.87;10.15;;
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;PER;;22.8;24.1;20.4;23.6;27.6;25.7;23.5
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;PBR;;88.9;-228.0;Nan;343.0;61.6;29.3;25.5
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;PEG;;Nan;0.8;2.73;-2.49;-20.85;-13.48;2.62
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Capitalisation / CA;;2.22;2.58;2.2;2.33;2.57;2.27;2.18
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / CA;;2.44;2.83;2.46;2.59;2.89;2.56;2.46
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / EBITDA;;15.4;16.5;14.3;15.9;18.8;16.6;15.6
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / EBIT;;17.5;18.6;16.1;18.3;21.4;19.3;18.1
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / FCF;;19.7;30.6;33.6;22.1;28.2;28.5;25.8
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;FCF Yield;;5.08;3.27;2.97;4.53;3.54;3.51;3.87
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Taux de rendement;;2.26;2.03;Nan;2.39;2.18;2.46;2.61
Ratios de valorisation;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;;USD en Millions;Amerique Du Nord;Etats Unis;Taux de distribution;;51.5;48.9;Nan;56.4;60.4;63.2;61.5
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBITDA (%);;15.83;17.14;17.16;16.33;15.4;15.48;15.73
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBIT (%);;13.92;15.24;15.27;14.21;13.49;13.3;13.59
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBT (%);;12.85;14.38;14.28;13.05;12.17;11.77;12.22
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge nette (%);;9.74;10.87;10.87;9.92;9.28;8.86;9.18
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge FCF (%);;12.4;9.27;7.3;11.75;10.23;9.0;9.52
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;FCF / Résultat net (%);;127.28;85.22;67.21;118.51;110.26;101.64;103.68
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;ROA;;21.12;23.07;23.06;19.8;17.15;15.4;16.38
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;ROE;;458.03;2050.28;Nan;1162.16;385.37;154.95;113.84
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Leverage (Dette/EBITDA);;1.4;1.46;1.5;1.62;2.09;1.9;1.76
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Dette / Flux de trésorerie libre;;1.79;2.69;3.52;2.25;3.15;3.27;2.91
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX / CA (%);;1.86;1.7;1.98;2.11;2.18;2.32;2.21
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX / EBITDA (%);;11.78;9.91;11.55;12.94;14.19;14.98;14.07
Prévisionnel;THE HOME DEPOT, INC.;Détaillants de produits et services d'amélioration du foyer;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX / FCF (%);;15.04;18.32;27.13;17.98;21.35;25.77;23.26
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Chiffre d'affaires;6390.0;8980.0;11600.0;13430.0;15170.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total Chiffre d'affaires;6390.0;8980.0;11600.0;13430.0;15170.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Coût des marchandises vendues, total;2010.0;2580.0;3390.0;3720.0;4510.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat Brut;4380.0;6400.0;8210.0;9710.0;10660.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Frais de vente, généraux et administratifs, total;1700.0;2140.0;2680.0;3170.0;3570.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres dépenses de fonctionnement;524.0;547.0;648.0;632.0;679.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres dépenses de fonctionnement, total;2340.0;2810.0;3390.0;3950.0;4430.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat d'Exploitation;2040.0;3600.0;4820.0;5760.0;6230.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Intérêts payés, total;-28.7;-32.0;-45.0;-56.0;-59.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Intérêts perçus et revenus des placements;10.6;12.0;67.0;331.0;400.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Charges d'intérêt nettes;-18.1;-20.0;22.0;275.0;341.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Gains (Pertes) sur les investissements en actions;16.1;34.0;50.0;105.0;44.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres produits non opérationnels;-68.0;-77.0;-84.0;-83.0;-57.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBT, hors éléments non courants;1970.0;3530.0;4810.0;6050.0;6560.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dépréciation du goodwill;Nan;Nan;Nan;Nan;Nan;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dépréciation coût d'acquisition d'actifs;-54.3;-65.0;-123.0;-106.0;-83.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres éléments non courants;91.1;Nan;Nan;Nan;Nan;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBT, elements non courants inclus;2000.0;3470.0;4680.0;5950.0;6480.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Charge d'impôt;613.0;1020.0;1300.0;1620.0;1840.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat des activités poursuivies;1390.0;2450.0;3380.0;4320.0;4630.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net part du groupe;1390.0;2450.0;3380.0;4320.0;4630.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Intérêts minoritaires;-4.1;-8.0;-13.0;-12.0;-28.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net;1390.0;2440.0;3370.0;4310.0;4600.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net pour les actionnaires ordinaires, éléments exceptionnels inclus.;1390.0;2440.0;3370.0;4310.0;4600.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Bénéfice net par action - de base;13.27;23.37;32.2;41.2;43.93;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;BPA de base - Activités poursuivies;13.27;23.37;32.2;41.2;43.93;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Moyenne pondérée des actions en circulation;104.0;105.0;105.0;105.0;105.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Bénéfice net par action - dilué;13.21;23.3;32.09;41.12;43.87;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;BPA dilué - Activités poursuivies;13.21;23.3;32.09;41.12;43.87;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Moyenne pondérée diluée des actions en circulation;105.0;105.0;105.0;105.0;105.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;BPA de base normalisé;11.73;21.03;28.61;36.03;38.85;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;BPA dilué normalisé;11.67;20.96;28.51;35.96;38.8;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dividende par action;4.55;8.0;13.0;15.0;16.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Ratio de distribution;35.02;19.88;25.07;31.92;34.65;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;American Depositary Receipts Ratio (ADR);0.1;0.1;0.1;0.1;0.1;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBITDA;2310.0;3910.0;5090.0;6040.0;6560.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBITA;2100.0;3680.0;4830.0;5760.0;6240.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBIT;2040.0;3600.0;4820.0;5760.0;6230.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBITDAR;2570.0;4290.0;5560.0;6610.0;7170.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des impôts courants;618.0;1030.0;1360.0;1740.0;2090.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des impôts différés;-5.1;-14.0;-59.0;-122.0;-249.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net normalisé;1220.0;2200.0;2990.0;3770.0;4070.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Intérêts sur la dette à long terme;28.7;32.0;43.0;56.0;59.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Provisions de pension;-400.0;21.0;16.0;17.0;22.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Charges locatives nettes, total;265.0;383.0;479.0;565.0;609.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Charges d'intérêts imputées au titre des contrats de location;43.08;56.22;92.31;127.0;136.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Amortissement imputé des contrats de location simple;222.0;327.0;387.0;438.0;473.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rémunération payée en actions, autres (total);118.0;122.0;65.0;151.0;180.0;;;
Compte de résultat;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des rémunérations fondées sur des actions;118.0;122.0;65.0;151.0;180.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Intérêts minoritaires;-4.1;-8.0;-13.0;-12.0;-28.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Trésorerie et équivalents;4730.0;6700.0;9220.0;10620.0;11640.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des liquidités et VMP;4730.0;6700.0;9220.0;10620.0;11640.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Créances clients, total;250.0;333.0;383.0;431.0;478.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres créances;63.5;58.0;19.0;51.0;28.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des créances;313.0;391.0;402.0;482.0;506.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Stocks;1290.0;1450.0;1780.0;2410.0;2800.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres actifs à court terme, total;314.0;309.0;422.0;487.0;531.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total de l'actif circulant;6650.0;8840.0;11830.0;14010.0;15480.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Immobilisations corporelles brutes;5430.0;6100.0;6680.0;7430.0;8500.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Amortissements cumulés;-2330.0;-2700.0;-3090.0;-3370.0;-3740.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Immobilisations corporelles nettes;3090.0;3400.0;3590.0;4060.0;4770.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Investissements à long terme;402.0;649.0;1150.0;1320.0;1260.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Goodwill;42.4;42.0;Nan;72.0;228.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres immobilisations incorporelles, total;221.0;258.0;213.0;225.0;237.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Prêts à long terme;1.6;59.0;65.0;70.0;Nan;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actifs d'impôts différés à long terme;475.0;546.0;555.0;631.0;929.0;;;
